City,StateID,lat,lng,density,id
Ballinger,TX,31.7394,-99.9559,395.8,1840019517
Boiling Springs,PA,40.1592,-77.1391,560.5,1840005484
East Camden,SC,34.2687,-80.5681,386.5,1840145502
O'Neill,NE,42.461,-98.6465,580.1,1840000406
Hidden Springs,ID,43.7201,-116.2508,525.4,1840042421
Weaverville,CA,40.7407,-122.929,107.4,1840018721
Tuckerton,NJ,39.5973,-74.3306,411.3,1840001495
Cornville,AZ,34.7389,-111.9086,103.4,1840017842
Brownstown,PA,40.1267,-76.2184,556.3,1840152867
Shady Spring,WV,37.7032,-81.0914,223,1840006348
Ponderosa Park,CO,39.3987,-104.6355,95.7,1840028453
Stonybrook,PA,39.9811,-76.6306,723.6,1840024352
Wheatland,WY,42.0517,-104.9595,335.8,1840022368
Delshire,OH,39.0884,-84.5949,1979.2,1840042360
Marianna,AR,34.7736,-90.7674,381.9,1840015534
West DeLand,FL,29.0162,-81.3343,641.9,1840029095
Crockett,CA,38.0519,-122.2201,1299.1,1840017608
Bullard,TX,32.1451,-95.3196,365.1,1840022074
Greensboro,GA,33.5687,-83.1872,199.7,1840013744
Hebron,IN,41.3247,-87.2018,689.6,1840010230
Lloyd Harbor,NY,40.9138,-73.4616,147.8,1840005123
Three Lakes,WA,47.942,-121.9924,118.2,1840018375
Emerald Mountain,AL,32.4396,-86.0857,85.6,1840037820
Rockfish,NC,34.9902,-79.0694,278.2,1840013507
Islandia,NY,40.8069,-73.1711,622.3,1840005120
Tolono,IL,39.9914,-88.2625,668.1,1840012239
Mission Hills,KS,39.0141,-94.6172,676,1840003832
Lowesville,NC,35.4193,-80.9998,202.7,1840013436
Gravette,AR,36.4291,-94.3712,90,1840013318
Mingo Junction,OH,40.3244,-80.6173,511.7,1840012124
High Bridge,NJ,40.6684,-74.894,575.5,1840003609
Blennerhassett,WV,39.2562,-81.6316,276.3,1840005781
Priceville,AL,34.5246,-86.8856,233.9,1840017927
Fort Branch,IN,38.2461,-87.5734,1263.6,1840010796
Elm Creek,TX,28.7783,-100.491,486,1840037046
Laguna Vista,TX,26.1097,-97.2968,284.4,1840022264
Howe,TX,33.5067,-96.6155,268.9,1840021960
Lake Clarke Shores,FL,26.6461,-80.0752,1486.7,1840017257
Kaunakakai,HI,21.0905,-156.9981,106.8,1840023226
Indianola,WA,47.7564,-122.5158,261,1840017337
Sunnyslope,WA,47.4913,-120.3493,171.5,1840136960
Oakwood,OH,41.3669,-81.5036,397.5,1840144439
Cambrian Park,CA,37.2563,-121.9287,2253.8,1840017639
Seacliff,CA,36.977,-121.9176,1878.1,1840028410
Toledo,OR,44.6198,-123.9341,635.1,1840021234
Canyon Creek,WA,48.1157,-121.9832,224.4,1840074181
Lely,FL,26.1032,-81.7297,998.4,1840029052
Pocono Woodland Lakes,PA,41.3225,-74.8902,219.6,1840043344
Northern Cambria,PA,40.6561,-78.7783,443.4,1840001097
Mahanoy City,PA,40.8126,-76.1382,2687.6,1840002763
Barceloneta,PR,18.453,-66.5381,1412.6,1630035618
Hainesville,IL,42.3415,-88.0686,741.5,1840011153
Manor,PA,40.3459,-79.6693,715.9,1840001145
Northfield,OH,41.3427,-81.5285,1307.2,1840000799
Ozark,AR,35.4991,-93.8438,172.6,1840014531
Shavano Park,TX,29.5861,-98.5563,415.9,1840022222
Nowata,OK,36.6985,-95.6372,401.8,1840020337
Lake Providence,LA,32.8132,-91.1825,380.4,1840016945
Pleasant Gap,PA,40.8673,-77.7439,857.3,1840005161
Greentown,OH,40.9266,-81.4015,536,1840005200
Clifton Forge,VA,37.8232,-79.825,452.6,1840006365
Bluffton,OH,40.8912,-83.8887,369.9,1840011951
Bajadero,PR,18.4245,-66.6765,669,1630035615
Eastlawn Gardens,PA,40.748,-75.2913,786,1840035420
Six Mile Run,NJ,40.473,-74.5334,182.6,1840039968
Beaver Dam,KY,37.4042,-86.8741,449.2,1840013232
San Manuel,AZ,32.6091,-110.6415,65.8,1840019362
Seymour,WI,44.5142,-88.3271,506.9,1840002410
Port St. Joe,FL,29.8274,-85.3075,145.6,1840015048
Stanhope,NJ,40.9141,-74.7027,742.1,1840000788
El Dorado Springs,MO,37.8694,-94.0196,442.3,1840008710
Silt,CO,39.5483,-107.6531,823.1,1840022432
Fort Defiance,AZ,35.7477,-109.0674,212.6,1840017675
Riverton,IL,39.8456,-89.5363,436.1,1840012448
Perham,MN,46.5999,-95.5771,380.3,1840008852
Blackshear,GA,31.2954,-82.2453,268.3,1840013870
St. Augusta,MN,45.4498,-94.1995,45.8,1840008880
Fulton,IL,41.865,-90.1593,581.2,1840008148
Carey,OH,40.9497,-83.3831,629.1,1840010347
Dahlgren,VA,38.3443,-77.0624,507.7,1840006266
Gunnison,UT,39.1569,-111.8135,283.4,1840037159
Centerville,TN,35.8042,-87.4577,126.1,1840016240
Gibson,AR,34.8923,-92.2341,285.4,1840013533
Shadyside,OH,39.9716,-80.751,1343,1840012389
Lake Isabella,CA,35.6378,-118.482,62.5,1840017823
Dry Ridge,OH,39.2589,-84.6342,328.9,1840034254
Gloucester Courthouse,VA,37.4053,-76.526,194.5,1840037468
Cleveland,GA,34.597,-83.7622,349.8,1840014665
Fairview,NC,35.1545,-80.5345,45.2,1840016456
Tiger Point,FL,30.3757,-87.0573,964.6,1840029101
Union City,IN,40.1995,-84.8206,600.6,1840010480
Pen Argyl,PA,40.8676,-75.2534,1009.9,1840000977
Waterloo,WI,43.1835,-88.9899,357.3,1840002999
Four Bridges,OH,39.3828,-84.3542,617.7,1840040315
Broken Bow,NE,41.4051,-99.6408,671.6,1840003347
West Point,GA,32.8937,-85.1453,115.8,1840015752
Pine Hills,CA,40.7313,-124.1551,133.9,1840028396
Avondale Estates,GA,33.7699,-84.2648,1107.2,1840013702
River Road,NC,35.5107,-76.9898,191,1840033022
Mattawa,WA,46.737,-119.9043,1365.8,1840022292
Sauk City,WI,43.2722,-89.7312,875.4,1840002729
Milbank,SD,45.2195,-96.6338,487.9,1840002099
Lake Lakengren,OH,39.6894,-84.69,473.1,1840034397
Bardonia,NY,41.1128,-73.9822,527.9,1840004958
Moscow Mills,MO,38.94,-90.9254,429.2,1840008542
Pelham,GA,31.1267,-84.1515,331.5,1840014967
Cloverdale,VA,37.3566,-79.9055,436.2,1840006375
Haviland,NY,41.765,-73.8977,274.3,1840034051
Midway,FL,30.4995,-84.4582,140.5,1840015021
Eveleth,MN,47.4637,-92.5444,214.4,1840007687
Muttontown,NY,40.8254,-73.5363,223,1840005312
Pendleton,SC,34.6451,-82.7818,279.8,1840016578
Elgin,OK,34.7849,-98.301,361.5,1840020476
Benton City,WA,46.2622,-119.4812,542.7,1840018480
Niantic,CT,41.3258,-72.1952,896.1,1840003350
Josephine,TX,33.0617,-96.3187,747.3,1840019399
Evergreen,AL,31.4342,-86.9723,68.4,1840001842
Lockland,OH,39.2279,-84.4565,1107.7,1840003823
Durand,MI,42.9127,-83.989,690.8,1840003071
Elroy,NC,35.3308,-77.9226,206.5,1840013071
Windsor,NC,35.9928,-76.9401,479.2,1840016150
Planada,CA,37.2902,-120.3217,774.4,1840018932
St. James City,FL,26.5506,-82.0979,92.4,1840014211
Mariemont,OH,39.1429,-84.3783,1508.8,1840001606
Capitol View,SC,33.965,-80.9223,822.3,1840146555
Idyllwild-Pine Cove,CA,33.7443,-116.7258,98.2,1840074173
Ketchum,ID,43.6867,-114.373,420.4,1840020029
Huntington,TX,31.2803,-94.577,490.4,1840020839
Barrett,TX,29.8671,-95.0537,210.7,1840018252
Myrtle Creek,OR,43.0227,-123.2812,539.3,1840020035
Black River Falls,WI,44.2981,-90.842,321.8,1840002397
Oakland,FL,28.5535,-81.636,569.4,1840015097
Oxford,MI,42.8218,-83.2563,1069.8,1840011060
Clifton,TX,31.7822,-97.5824,656.8,1840019512
Spring City,PA,40.1768,-75.5466,1753.4,1840001435
Frederick,OK,34.3708,-99.0008,272.1,1840020527
Netcong,NJ,40.8985,-74.7019,1616.9,1840003580
Hawaiian Acres,HI,19.5324,-155.0498,69.2,1840029572
Rollingwood,CA,37.9654,-122.3306,3192.2,1840028352
Flat Rock,NC,35.2678,-82.4526,166,1840017857
West Point,NE,41.8379,-96.7057,473.3,1840003222
Shenandoah,TX,30.184,-95.4557,687.9,1840022173
Pleasant Valley,WV,39.4504,-80.1552,415.9,1840005734
Westway,TX,31.9603,-106.576,1169.8,1840019525
Mifflinburg,PA,40.9202,-77.0465,744.6,1840003532
Holden Heights,FL,28.5013,-81.3878,1526.6,1840029043
Plainview,MN,44.1648,-92.1697,626.9,1840008973
Goulding,FL,30.4396,-87.23,1131.8,1840013911
Lake Delton,WI,43.5932,-89.7841,176.5,1840002718
Welch,WV,37.4455,-81.5721,222.2,1840006422
Manti,UT,39.2668,-111.6351,424.5,1840020206
New Hampton,IA,43.0563,-92.3153,400,1840007998
Wrightsville,GA,32.727,-82.7191,365.7,1840015789
Blanchard,LA,32.6027,-93.8832,386.6,1840015767
Park City,TN,35.0782,-86.5834,245.3,1840024961
Gibbstown,NJ,39.8233,-75.2782,815.8,1840005564
Westville,IL,40.0439,-87.6389,798.3,1840012189
Lisbon,ME,44.0289,-70.1076,388.1,1840152999
Campo,CA,32.6394,-116.4744,57,1840022969
Beechwood,MS,32.3303,-90.819,213.7,1840025904
Hillsboro,MO,38.2331,-90.5671,348.4,1840007508
Kenedy,TX,28.8176,-97.8518,303.3,1840019684
Leesburg,GA,31.7324,-84.1688,272.3,1840014940
Hot Springs,SD,43.4195,-103.4657,308.3,1840002868
Horace,ND,46.7558,-96.9078,114.8,1840000182
Sheridan,IN,40.132,-86.2198,645.8,1840010499
Gothenburg,NE,40.9242,-100.154,368.2,1840008284
Merton,WI,43.1416,-88.3082,403.2,1840003021
Elba,AL,31.4172,-86.0759,87.2,1840001532
Tyro,NC,35.7997,-80.3765,104,1840024912
Rochester,PA,40.7025,-80.2838,2271.6,1840001008
Alturas,FL,27.8417,-81.6952,24.7,1840025153
Wellsboro,PA,41.7458,-77.3031,272.4,1840003304
Nokomis,FL,27.1241,-82.4354,685.2,1840014185
Mission Hills,CA,34.6861,-120.4404,1104.6,1840028388
Cascade Valley,WA,47.1417,-119.326,359.3,1840037865
Mountain View Acres,CA,34.4976,-117.3472,840.2,1840019111
Crane,TX,31.3918,-102.3503,1265.6,1840019542
Hanover,MN,45.1579,-93.6634,243.1,1840006708
Carrollton,MO,39.3636,-93.4955,319.9,1840007333
Benson,MN,45.3152,-95.6058,430.2,1840006727
South Berwick,ME,43.2321,-70.7963,485.9,1840152995
Sleepy Eye,MN,44.299,-94.7234,712.3,1840008970
Reno,TX,33.6659,-95.4768,324.6,1840020592
Goldendale,WA,45.8192,-120.8233,449.7,1840019911
Wadsworth,IL,42.4448,-87.9202,135.2,1840011183
Melody Hill,IN,38.024,-87.512,972.9,1840006310
Enochville,NC,35.5205,-80.6644,297.2,1840013069
West Orange,TX,30.0791,-93.7598,391,1840022194
Monte Sereno,CA,37.2405,-121.9881,813.9,1840020330
New Baden,IL,38.5367,-89.7071,728.8,1840012858
Alexander,AR,34.6185,-92.4512,588.9,1840013537
Welcome,NC,35.9066,-80.2548,142.8,1840013388
Naranjito,PR,18.3029,-66.2498,2004.8,1630023649
Eagle Lake,TX,29.5879,-96.3282,453.5,1840019630
Wallace,NC,34.738,-77.9908,416.3,1840016471
Yuma,CO,40.1235,-102.7161,406.1,1840021413
Grand Mound,WA,46.8018,-123.0118,320.2,1840017366
Avalon,CA,33.3342,-118.3315,460.4,1840019225
Port Ewen,NY,41.9042,-73.9778,635.9,1840004711
Newcomerstown,OH,40.2762,-81.5949,464,1840012093
Heflin,AL,33.647,-85.5698,82.4,1840007380
Moreland Hills,OH,41.4422,-81.4293,185.5,1840000615
Princess Anne,MD,38.2054,-75.697,795.4,1840006279
Melwood,MD,38.8024,-76.8419,469.2,1840039512
Maple Heights-Lake Desire,WA,47.4441,-122.0972,326.1,1840073925
Loyalhanna,PA,40.3144,-79.356,563.4,1840026436
Elma Center,NY,42.8282,-78.6342,211.2,1840004372
Auburn,NE,40.3894,-95.8436,606.6,1840007232
Alma,GA,31.5432,-82.4745,217.6,1840013863
Germantown Hills,IL,40.7711,-89.4669,776.5,1840011943
South Alamo,TX,26.1517,-98.1079,650.7,1840037078
Orange,OH,41.4414,-81.4743,347.9,1840003405
Winnsboro,TX,32.9557,-95.2909,354,1840022037
Hubbard,OR,45.1819,-122.8072,1650.7,1840019961
Dunean,SC,34.8203,-82.4225,842.4,1840013078
Lake of the Woods,AZ,34.1547,-109.9936,333.6,1840022579
Elma,WA,47.0055,-123.4112,519,1840019844
Redwood,TX,29.81,-97.9103,205.1,1840019638
Wyncote,PA,40.0915,-75.1463,1607.8,1840035270
Marin City,CA,37.871,-122.5137,2459.4,1840026767
St. Johns,AZ,34.5018,-109.3784,51,1840021622
Upper Greenwood Lake,NJ,41.1856,-74.3787,481.8,1840081457
Ringgold,GA,34.9136,-85.1215,263.2,1840014652
Dalzell,SC,34.0189,-80.4297,225.6,1840013090
Madison,OH,41.7722,-81.0529,259.4,1840000538
Central Park,WA,46.9705,-123.7018,374.9,1840017358
Del Monte Forest,CA,36.5854,-121.9434,164.3,1840019016
Summersville,WV,38.2864,-80.8409,293.9,1840006227
Jewett City,CT,41.607,-71.9806,1871.1,1840004826
North Wales,PA,40.2111,-75.2745,2245.6,1840001371
Gray,GA,33.0021,-83.5374,334.9,1840013786
Peshtigo,WI,45.056,-87.7471,452.6,1840003932
Marysville,KS,39.8432,-96.6387,288.9,1840003768
Etna,PA,40.4975,-79.9475,1790.5,1840001231
Mount Angel,OR,45.0695,-122.7972,1160.4,1840019962
Tomahawk,WI,45.4746,-89.7228,167.8,1840001561
Roland,OK,35.4147,-94.5137,439.1,1840021750
Teague,TX,31.6296,-96.2802,260.6,1840022134
South Duxbury,MA,42.0203,-70.6913,448.4,1840004684
Meadowbrook,CA,33.7253,-117.2851,194.9,1840075971
Pottsgrove,PA,40.2644,-75.6093,476.1,1840035435
Sherwood,OH,39.0853,-84.3608,1219.1,1840149141
Tashua,CT,41.2761,-73.2536,358.8,1840150350
Clearwater,SC,33.5038,-81.91,313.4,1840013721
West Menlo Park,CA,37.4339,-122.2034,2707.4,1840028407
Montura,FL,26.6428,-81.0937,58.8,1840039004
Carthage,NY,43.9837,-75.6021,541.1,1840004125
Abingdon,IL,40.8038,-90.4009,921.2,1840007161
Crystal River,FL,28.8964,-82.5991,175.3,1840015084
Yountville,CA,38.3963,-122.3671,881.9,1840021487
Dublin,TX,32.0875,-98.3392,365.6,1840019478
Palo Cedro,CA,40.5658,-122.2425,160.3,1840018731
West Point,VA,37.5519,-76.8017,259.6,1840006367
Cleves,OH,39.1635,-84.7468,848,1840010672
State Line,PA,39.7329,-77.7247,478.7,1840026534
Moulton,AL,34.4844,-87.2833,218.5,1840008190
Coplay,PA,40.671,-75.4961,2144.7,1840001047
Coleytown,CT,41.1742,-73.3461,354.1,1840142929
North River Shores,FL,27.2223,-80.2738,1033.9,1840014191
Breckenridge,MN,46.2662,-96.585,517.6,1840004003
Malvern,PA,40.0329,-75.5146,1038.1,1840001429
Morongo Valley,CA,34.0724,-116.5627,51.9,1840019110
Rio Dell,CA,40.5023,-124.1105,526.3,1840020127
Vado,NM,32.1278,-106.6571,439,1840019416
Fordyce,AR,33.8182,-92.4174,194.4,1840013679
Holton,KS,39.4699,-95.7319,488.5,1840001542
Hobart,OK,35.0246,-99.0875,388.8,1840020465
Pine Grove,CA,38.403,-120.6571,174.7,1840024637
Kilauea,HI,22.2108,-159.3965,263.1,1840029508
Somerville,TN,35.2352,-89.3869,96.3,1840017868
Old Mystic,CT,41.3852,-71.9851,304.7,1840003352
Hacienda San Jose,PR,18.2409,-66.0721,2327.4,1630025216
Frontenac,KS,37.4581,-94.7012,245.6,1840001695
Loxahatchee Groves,FL,26.7106,-80.2763,104.4,1840017260
Water Valley,MS,34.1622,-89.63,186.4,1840015606
Burbank,WA,46.2016,-118.9891,167.6,1840017383
Ebensburg,PA,40.4884,-78.7264,773.5,1840001109
Vandalia,MO,39.308,-91.4892,582,1840010671
Belville,NC,34.219,-77.9976,765.7,1840015578
Newcastle,WY,43.851,-104.2123,509.6,1840020012
Forks,WA,47.9527,-124.3903,316.7,1840019781
Dewey,OK,36.7913,-95.9328,484.1,1840018978
Peralta,NM,34.8283,-106.6859,293.6,1840022815
Millvale,PA,40.4818,-79.9736,2107.2,1840001245
Johnston City,IL,37.8214,-88.929,616.2,1840008713
Rural Hall,NC,36.2251,-80.2973,457.1,1840017727
Waldron,AR,34.9022,-94.0953,231.3,1840015500
Llano,TX,30.7509,-98.6763,246,1840020873
Pickens,SC,34.8856,-82.7104,428.7,1840014627
Springdale,PA,40.5409,-79.7819,1394.9,1840001263
Essexville,MI,43.6123,-83.8423,1005.4,1840002584
Farmerville,LA,32.7752,-92.4013,225.2,1840016939
Altavista,VA,37.1235,-79.2856,253.7,1840006438
Grangeville,ID,45.926,-116.1224,863.5,1840019893
Slippery Rock,PA,41.0695,-80.058,790.1,1840000874
Clare,MI,43.8259,-84.763,349.3,1840002561
North Plains,OR,45.5974,-122.9948,1191.7,1840019933
Rio Grande,NJ,39.0193,-74.8787,481.1,1840005867
Level Park-Oak Park,MI,42.3642,-85.2664,249.7,1840073764
Ponce Inlet,FL,29.0927,-80.9472,302.1,1840017227
Claryville,KY,38.914,-84.4095,180.4,1840030406
New Haven,MO,38.6048,-91.2179,404.2,1840008622
Saddle River,NJ,41.0273,-74.0956,264.1,1840000903
Blackstone,VA,37.0822,-78.003,288.8,1840006460
Bunkie,LA,30.954,-92.1884,429.5,1840013880
Hahira,GA,30.9941,-83.3786,482.2,1840013904
West Lake Hills,TX,30.292,-97.8083,361,1840022180
Freedom,CA,36.9403,-121.7953,1144.6,1840017652
Key Center,WA,47.3376,-122.7506,88.7,1840023833
Lake Royale,NC,35.9666,-78.196,199.2,1840040280
Mount Oliver,PA,40.4113,-79.9856,4251.8,1840001246
Parker,AZ,34.0286,-114.2224,59,1840022875
Red Oak,NC,36.0415,-77.9064,66.4,1840017745
Madera Ranchos,CA,36.9279,-119.8773,497.5,1840148247
Robins,IA,42.08,-91.6763,216.9,1840009148
Bunnell,FL,29.4193,-81.3231,9.3,1840014036
Ahtanum,WA,46.5573,-120.6138,161.8,1840017368
Story City,IA,42.1866,-93.5863,453.2,1840009175
Annandale,MN,45.2599,-94.1205,418.9,1840006707
Ingram,PA,40.4447,-80.0685,2984.5,1840001239
Dandridge,TN,36.0284,-83.4308,214.9,1840016168
Newburgh,IN,37.9494,-87.4053,866.9,1840014684
Milton,DE,38.775,-75.3102,695.5,1840006081
Woodbourne,PA,40.2017,-74.8873,1048.5,1840035367
Blanding,UT,37.6213,-109.5073,98,1840018877
Mayfield,OH,41.5502,-81.4369,327.8,1840000612
Ohioville,PA,40.6872,-80.4783,55.3,1840001028
Rayville,LA,32.4707,-91.7576,558.8,1840018088
Haworth,NJ,40.9622,-73.9976,666.1,1840003559
Dilley,TX,28.6675,-99.1765,553.7,1840019687
Lake Park,NC,35.0849,-80.6349,1755.8,1840017879
Union Springs,AL,32.1395,-85.7141,194.6,1840004415
Nesquehoning,PA,40.866,-75.8322,61,1840000934
Lake Cherokee,TX,32.3569,-94.6513,105,1840042592
Hartford,SD,43.621,-96.9424,422.7,1840002653
Lewes,DE,38.7776,-75.145,307.5,1840006068
Ossian,IN,40.877,-85.1683,719.8,1840009376
Ocilla,GA,31.5987,-83.2498,506.4,1840014950
Avery Creek,NC,35.4651,-82.5719,744.2,1840013408
SUNY Oswego,NY,43.4515,-76.5439,4503.3,1840043282
Johnson Creek,WI,43.0812,-88.7702,425.5,1840003002
Gallipolis,OH,38.8186,-82.1934,358.2,1840012775
Welsh,LA,30.2355,-92.8135,203.7,1840017198
Morada,CA,38.0386,-121.2456,431.9,1840028389
Groveville,NJ,40.1679,-74.6523,582.2,1840024323
Harvey,MI,46.4832,-87.3569,191.2,1840006568
Salem Heights,OH,39.0658,-84.384,791.8,1840034161
Helemano,HI,21.5362,-158.0194,2767.7,1840152937
Williamsburg,IA,41.6683,-92.0103,381.7,1840010179
Grasonville,MD,38.9559,-76.1947,232.7,1840005895
Wellford,SC,34.962,-82.0937,280.9,1840015483
Liberty,SC,34.7904,-82.6961,283.9,1840015501
East Rockingham,NC,34.9116,-79.7661,375.9,1840013081
Lordstown,OH,41.1684,-80.859,55.4,1840000651
Hominy,OK,36.4219,-96.393,653.5,1840020338
Montgomery,MN,44.445,-93.5797,510.9,1840007883
La Blanca,TX,26.3048,-98.0286,310.7,1840036257
Port Hadlock-Irondale,WA,48.0316,-122.789,192,1840074571
Jefferson,OR,44.7171,-123.0068,1498.1,1840018580
Ellsworth,WI,44.7364,-92.4806,337.9,1840002283
Mountain View,NC,35.6828,-81.3683,275.4,1840033019
West End-Cobb Town,AL,33.6526,-85.8741,311.3,1840073855
Newbern,TN,36.1169,-89.2713,282.8,1840016161
Buffalo,MO,37.6444,-93.097,445.5,1840007571
Jefferson,OH,41.7384,-80.7689,505.2,1840011415
Val Verde Park,TX,29.3746,-100.8306,1566.8,1840037083
Knoxville,IL,40.907,-90.2857,545.2,1840008278
Hartville,OH,40.9618,-81.3348,474.8,1840011910
Paw Paw,MI,42.2148,-85.8919,480.7,1840011208
Halfway House,PA,40.2796,-75.6405,610,1840035425
Petersburg,AK,56.7566,-132.8727,29,1840023308
Bandon,OR,43.1141,-124.4158,464,1840018652
Dillonvale,OH,39.2173,-84.4031,1434.9,1840146897
Plymouth,NC,35.8588,-76.7487,317.7,1840016242
Vinton,LA,30.1957,-93.5818,251.1,1840017195
Berwyn Heights,MD,38.9928,-76.9132,1840.3,1840005980
Weaver,AL,33.7601,-85.8117,369.9,1840015646
Celada,PR,18.2667,-65.9621,1911.8,1630023584
Caban,PR,18.445,-67.1363,2819.6,1630035478
Cutten,CA,40.7657,-124.1445,995.2,1840018715
Cordes Lakes,AZ,34.3103,-112.1073,118,1840017841
Chandler,TX,32.3065,-95.4781,210.5,1840019499
Elizabethtown,NC,34.6219,-78.6074,251.7,1840016564
Marietta-Alderwood,WA,48.7934,-122.5573,219.4,1840073928
West Sand Lake,NY,42.6402,-73.6033,267.5,1840004434
Chincoteague,VA,37.9593,-75.3495,137.7,1840006323
Guayanilla,PR,18.0222,-66.7898,1801.9,1630023620
Jackson,MN,43.6265,-94.9891,245.5,1840007942
Aurora,IN,39.0674,-84.9044,387.1,1840013709
Venice Gardens,FL,27.0739,-82.4125,1378.4,1840014182
Dennis Port,MA,41.6677,-70.1358,419.4,1840003235
Presidio,TX,29.5603,-104.3653,494.7,1840020883
Bennett,CO,39.7366,-104.4286,219,1840020193
Livingston,AL,32.5982,-88.1891,178.5,1840005153
Iowa,LA,30.2393,-93.013,374.8,1840017194
Blountstown,FL,30.443,-85.0455,399.4,1840013952
Spencer,NC,35.6986,-80.4254,414.6,1840017787
Beaver Dam Lake,NY,41.4429,-74.1216,521.6,1840034067
Milford,IA,43.3336,-95.1478,584.3,1840007960
Putney,GA,31.4755,-84.101,57.8,1840013865
Muldrow,OK,35.404,-94.5976,300,1840022738
Brillion,WI,44.1758,-88.0707,411.6,1840002520
Shannondale,WV,39.2123,-77.8105,150.9,1840025610
San Antonio Heights,CA,34.1573,-117.6592,520,1840019113
Macon,MS,33.1217,-88.5564,332,1840015743
Val Verde,CA,34.4504,-118.6717,495.5,1840019212
Pistakee Highlands,IL,42.4023,-88.2115,990.1,1840004635
Kincheloe,MI,46.2688,-84.4568,1003.5,1840143121
Feather Sound,FL,27.9061,-82.6813,447.9,1840029034
Linwood,PA,39.8254,-75.4253,1953.6,1840035067
Greenwood,PA,40.5376,-78.3542,773.8,1840026416
South Jacksonville,IL,39.7025,-90.2292,560.7,1840012516
Paoli,IN,38.5572,-86.4698,339.3,1840014683
Holiday Shores,IL,38.9222,-89.936,801.6,1840025642
East Richmond Heights,CA,37.945,-122.314,2187.3,1840028372
Tierras Nuevas Poniente,PR,18.4614,-66.4891,1383.9,1630035588
Moose Lake,MN,46.4442,-92.7654,386.4,1840007743
Lake Erie Beach,NY,42.6242,-79.0786,331.5,1840004380
Golden Grove,SC,34.7324,-82.4407,219.4,1840013493
Zephyrhills North,FL,28.252,-82.1654,1276.1,1840073857
Thiensville,WI,43.2361,-87.9785,1220,1840002821
North Fork,CA,37.2306,-119.5199,39.3,1840130698
Williams,AZ,35.2476,-112.1834,28.9,1840021585
Redwood,OR,42.4219,-123.3915,365.9,1840034831
Boscobel,WI,43.1437,-90.6948,389.7,1840002972
Mannford,OK,36.1306,-96.334,167.7,1840022699
Desert View Highlands,CA,34.5903,-118.1535,2867.3,1840028320
Hamburg,NJ,41.1485,-74.5736,1104.3,1840003481
Chattahoochee Hills,GA,33.5694,-84.7441,21.7,1840022892
Humboldt Hill,CA,40.7219,-124.1987,304.1,1840028380
Athens,PA,41.9515,-76.5187,719.8,1840000510
Carrollton,OH,40.5787,-81.0907,458.8,1840010383
West Wyomissing,PA,40.3222,-75.995,1560.3,1840035256
Abernathy,TX,33.842,-101.8162,393.8,1840019272
Ely,MN,47.9054,-91.8517,431.1,1840007686
Blountville,TN,36.533,-82.329,255.5,1840013298
Clarence Center,NY,43.0085,-78.6309,558.1,1840004376
Algona,WA,47.282,-122.2504,975.6,1840018415
Masontown,PA,39.8486,-79.9085,842.9,1840000664
Pleasant Hill,PA,40.3369,-76.448,1730,1840035153
Dover Base Housing,DE,39.1178,-75.4837,1677.2,1840073616
North Hartsville,SC,34.401,-80.071,278,1840013609
Tusculum,TN,36.175,-82.7454,259,1840015307
Ravena,NY,42.4755,-73.8112,857.2,1840004492
Waller,TX,30.0665,-95.9278,341.1,1840022195
Penbrook,PA,40.2781,-76.8483,2813.9,1840001294
Hilltop,SC,34.9755,-81.9586,688.3,1840107603
Day Valley,CA,37.0255,-121.8559,67.9,1840028365
Carlyle,IL,38.6217,-89.3734,366.6,1840007466
Orofino,ID,46.4866,-116.2572,508.5,1840019876
Toa Alta,PR,18.3879,-66.2508,1788.5,1630023642
Louisiana,MO,39.4413,-91.0626,400.3,1840009676
Macungie,PA,40.5165,-75.5545,1268.1,1840001050
Dover,FL,27.9927,-82.2198,481.9,1840013123
Geneva,FL,28.7377,-81.1143,98.5,1840014069
Sugar Creek,MO,39.1433,-94.3994,114.1,1840009680
West Liberty,KY,37.9161,-83.2668,255.6,1840015215
Minerva,OH,40.7306,-81.1023,578.3,1840011916
Hiawatha,KS,39.8519,-95.538,483.7,1840000726
Hansville,WA,47.8979,-122.5579,118.3,1840023796
Cashmere,WA,47.5175,-120.467,1076.3,1840018368
Centerville,PA,40.03,-79.9633,94.7,1840003644
El Cerro,NM,34.7807,-106.6955,295,1840024994
Magnolia,MS,31.1619,-90.467,203.8,1840015876
Hodgenville,KY,37.5668,-85.7354,542.2,1840014351
Havana,IL,40.295,-90.0566,450.9,1840007238
Morganfield,KY,37.6869,-87.8878,444.8,1840014342
Aguas Buenas,PR,18.2573,-66.1061,1275.4,1630035606
Ridgewood,IL,41.534,-88.0436,2791,1840152643
Yorkville,WI,42.7155,-88.0097,37.4,1840033795
Howards Grove,WI,43.8261,-87.8232,562.4,1840002619
Hogansville,GA,33.1674,-84.9027,170.8,1840014852
Carmel-by-the-Sea,CA,36.5528,-121.9222,1178.4,1840019023
Rush City,MN,45.6875,-92.9655,294.3,1840000270
Winnsboro,SC,34.3718,-81.0907,354.9,1840016627
Escatawpa,MS,30.4912,-88.5495,187.3,1840013105
Trafford,PA,40.3846,-79.7576,864.3,1840001168
Coronita,CA,33.876,-117.6109,2061.7,1840075705
Washoe Valley,NV,39.2923,-119.7767,247.8,1840043162
Mount Shasta,CA,41.3206,-122.315,331.6,1840020106
